ruta,xkoordsw,ykoordsw,cl1_sum,cl2_sum,cl3_sum,cl4_sum,cl5_sum,cl6_sum,cl7_sum,cl8_sum,cl9_sum,cl10_sum,cl11_sum,cl12_sum,cl13_sum,cl14_sum,cl15_sum,cl16_sum,cl17_sum,cl18_sum,cl19_sum,cl20_sum,cl21_sum,cl22_sum,cl23_sum,cl24_sum,cl25_sum,cl26_sum,cl27_sum,cl28_sum,cl29_sum,cl30_sum,cl31_sum,cl32_sum,cl33_sum,cl34_sum,cl35_sum,cl36_sum,cl37_sum,cl38_sum,cl39_sum,cl40_sum,population2019,Column 45
250,6255500,372500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
250,6255500,522250,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,13
250,6255750,368750,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,0,0,1,16,17
250,6256000,367000,1,3,1,0,0,2,0,0,0,1,0,1,4,3,1,1,1,0,3,0,2,1,0,3,1,4,2,0,2,0,3,0,1,1,0,1,1,4,0,3,54,51
1000,6256000,411000,0,1,1,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,15,18
1000,6256000,430000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,9
1000,6256000,431000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1000,6256000,436000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2
1000,6256000,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6256000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6256000,508000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4
1000,6256000,555000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
250,6256250,366750,3,1,2,1,1,0,1,1,2,0,0,0,0,2,2,2,1,1,1,0,1,2,1,1,1,0,1,5,0,0,0,1,1,2,1,3,0,1,1,0,40,43
250,6256500,588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
250,6256750,355000,1,0,0,1,0,1,1,1,1,0,0,0,1,2,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,2,1,22,24
250,6256750,355500,2,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,16
250,6257000,355000,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
250,6257000,364500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,6257000,376000,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,6
1000,6257000,382000,1,2,2,4,3,1,5,3,2,1,1,1,4,0,2,2,0,0,1,1,1,3,2,1,2,4,1,0,2,1,2,0,3,0,4,2,3,2,1,0,58,70
1000,6257000,401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,5
1000,6257000,472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1000,6257000,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3
1000,6257000,555000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
1000,6257000,563000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
250,6257250,355500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
250,6257250,370250,0,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,19,17
250,6257500,372250,1,1,1,1,3,1,2,1,2,4,1,0,3,1,0,1,1,1,2,0,3,1,0,0,1,0,1,0,3,0,0,0,2,1,0,1,0,1,1,0,44,42
250,6257750,370750,1,1,0,0,1,1,2,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,19,22
1000,6258000,355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,4
250,6258000,381500,3,3,1,1,2,2,0,1,1,0,1,0,0,1,2,3,2,1,1,1,1,1,1,4,0,2,1,1,0,1,1,1,1,0,1,1,0,2,1,1,42,47
1000,6258000,382000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,9,11
1000,6258000,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6258000,500000,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,18,15
1000,6258000,534000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6258000,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2
250,6258250,371500,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,17,13
250,6258250,380250,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5
250,6258250,381750,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
250,6258250,412750,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6
250,6258500,371750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3
250,6258500,481000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,12,9
250,6258750,371500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,13,6
250,6258750,372750,2,2,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,4,1,0,0,0,0,0,0,0,28,21
250,6258750,412250,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,20,16
250,6258750,444000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,4
250,6259000,371500,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,17,20
1000,6259000,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,6259000,426000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
250,6259000,443750,1,1,2,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,2,21,21
1000,6260000,358000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,10,8
1000,6260000,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,6260000,390000,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,7
250,6260000,414250,2,2,1,1,2,2,0,0,1,0,1,1,4,1,0,1,0,1,2,0,2,0,1,0,5,3,0,2,2,1,0,0,0,0,1,3,3,2,1,2,67,50
250,6260000,444500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3
1000,6260000,445000,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,7
1000,6260000,471000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3
1000,6260000,485000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1000,6260000,513000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,7,9
1000,6260000,514000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1000,6260000,539000,1,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,10,12
250,6260250,444750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4
250,6260500,372250,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,20,18
250,6260750,507000,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,2,1,1,1,0,1,23,22
1000,6261000,412000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5
1000,6261000,414000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
1000,6261000,464000,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,12
1000,6261000,494000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,8,8
1000,6261000,509000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1000,6262000,402000,0,0,0,1,2,0,0,0,0,2,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,17,19
1000,6262000,415000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,7
1000,6262000,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,6262000,572000,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7
250,6262500,373750,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,1,0,0,0,1,2,24,19
250,6262750,377500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2
250,6263000,379000,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7
1000,6263000,398000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4
1000,6263000,399000,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,7
1000,6263000,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1000,6263000,513000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5
1000,6263000,519000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1000,6263000,568000,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,2,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,21,18
1000,6263000,570000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,9,6
1000,6263000,598000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
250,6263250,378500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
250,6263500,379750,5,3,2,2,1,1,3,0,3,1,5,1,4,5,1,2,1,0,1,1,1,4,1,4,0,2,2,1,2,4,0,0,4,2,0,3,2,3,4,1,69,82
250,6264000,378500,1,1,1,3,1,0,4,2,1,1,1,2,2,3,3,2,3,2,7,0,2,4,1,0,2,3,5,2,0,2,1,2,8,6,2,2,3,3,4,0,89,92
1000,6264000,398000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,5
1000,6264000,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2
1000,6264000,418000,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,6
1000,6264000,433000,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,8
1000,6264000,435000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1000,6264000,519000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,7
1000,6264000,530000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,7
1000,6264000,568000,1,1,0,0,1,1,1,2,0,2,1,1,2,1,0,0,1,0,0,0,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,0,28,27
250,6264250,496750,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,0,1,1,0,0,0,0,2,0,1,1,0,0,9,16
250,6264250,585750,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,11,11
250,6264750,499000,1,0,1,1,1,2,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,1,1,0,1,0,0,0,0,24,23
250,6265000,374250,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,2,0,0,1,1,0,0,2,1,0,0,1,0,0,2,0,0,1,26,19
250,6265000,379750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
1000,6265000,396000,1,0,0,0,1,3,1,0,1,0,1,1,0,0,1,1,1,2,1,1,2,0,0,2,0,1,0,0,0,0,0,1,1,2,0,1,2,2,1,0,23,31
250,6265000,396500,0,2,3,2,3,1,1,1,2,0,2,2,0,1,1,2,2,1,1,5,1,3,1,2,4,4,3,4,1,1,3,1,2,1,1,0,2,1,2,1,81,70
1000,6265000,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1000,6265000,423000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,7,8
250,6265000,487250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6265000,487750,1,0,3,1,0,1,1,0,0,0,2,0,2,0,1,0,0,2,3,1,1,1,0,0,1,0,0,1,2,0,0,0,0,3,1,0,0,0,1,1,23,30
250,6265000,499250,0,2,2,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,3,1,1,1,0,0,1,1,0,0,1,0,0,20,24
1000,6265000,560000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,6265000,572000,0,0,0,1,3,0,2,0,1,1,2,0,0,0,3,1,1,0,1,0,0,1,0,1,0,0,3,0,1,1,0,2,2,1,4,1,3,0,2,1,28,39
250,6265250,397250,2,0,4,0,2,3,0,2,2,2,2,1,2,1,0,2,1,0,1,1,0,1,1,0,2,1,0,1,0,0,0,3,2,1,1,2,3,0,0,0,42,46
250,6265250,486750,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,7,10
250,6265250,489000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4
250,6265250,497750,0,2,2,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,2,2,0,2,0,1,1,2,0,0,0,0,1,0,0,0,3,0,0,30,29
250,6265500,374250,1,1,2,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,0,2,0,2,1,0,0,1,2,28,26
250,6265500,584500,0,4,2,7,1,2,1,6,1,4,0,3,2,3,2,5,3,2,1,5,2,1,1,1,2,0,1,4,1,0,1,5,5,0,1,3,2,3,2,2,96,91
250,6265500,585500,1,1,3,1,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,1,29,26
250,6265750,397250,1,1,1,2,0,1,0,2,0,0,2,2,1,2,0,1,0,0,0,2,3,1,0,0,2,1,1,2,1,1,1,0,1,0,1,0,0,1,1,0,35,35
250,6265750,499000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,0,1,14,13
1000,6266000,376000,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,11
1000,6266000,384000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1000,6266000,386000,0,0,1,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,11,12
1000,6266000,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3
250,6266000,445000,2,0,1,1,1,0,0,0,1,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,26,19
1000,6266000,448000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
1000,6266000,503000,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,12,13
1000,6266000,564000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
250,6266500,380750,2,2,3,1,2,2,2,1,4,1,3,1,2,0,0,0,0,1,0,1,1,2,3,2,2,2,1,1,2,1,1,3,1,1,0,0,3,2,1,3,68,60
1000,6267000,380000,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,10,12
250,6267000,421250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
1000,6267000,436000,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,12,13
1000,6267000,543000,0,1,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,12
250,6267000,573000,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,13,16
250,6267500,422250,2,3,5,4,4,3,0,3,4,3,2,2,3,4,3,6,2,3,4,3,3,3,4,5,5,1,5,5,3,2,3,3,3,2,4,4,2,2,3,8,118,133
250,6267500,435500,3,0,2,0,1,0,1,1,2,1,1,0,0,0,0,4,2,1,1,1,0,2,0,0,1,0,1,1,2,1,0,0,0,0,3,1,1,1,2,1,37,38
250,6267500,447750,0,0,2,2,1,1,0,2,0,1,1,1,2,2,2,2,4,0,3,1,1,0,0,0,0,0,0,0,0,3,2,2,0,1,1,2,0,1,2,1,43,43
250,6267750,421250,0,2,1,0,0,1,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,15
250,6267750,445500,1,1,2,1,0,0,3,0,2,2,0,1,2,0,3,3,1,1,2,1,1,1,4,0,1,2,2,4,0,2,1,4,3,2,2,0,3,0,1,1,58,60
1000,6268000,376000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,5
1000,6268000,412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3
250,6268000,445750,6,2,1,0,2,4,1,4,3,3,0,2,4,7,2,2,3,4,3,6,6,3,2,2,2,1,2,5,2,3,2,3,4,2,3,5,4,3,1,4,110,118
1000,6268000,474000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
250,6268250,447000,2,4,8,0,2,1,0,2,4,4,2,2,4,2,3,3,4,3,2,4,0,5,3,1,3,3,4,1,5,2,2,1,3,2,2,5,3,1,2,4,108,108
250,6268750,445500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1000,6269000,432000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1000,6269000,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1000,6269000,487000,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,8,11
